animal_id,animal_name,gender,age,shelter_id,bio,breed_id,color,size,medical_id
43995305,Gabby,Female,Young,12,You can fill out an adoption application online on our official website.Adoption Fee: $325&amp;#10;&amp;#10;Our information is current if you are...,Pit Bull Terrier,,Medium,none
43968090,Eve,Female,Young,12,"You can fill out an adoption application online on our official website.Please contact PittieLove Rescue, Inc. (info@pittieloverescue.org) for more information...",Pit Bull Terrier,,Medium,none
43936357,Nova,Female,Young,12,You can fill out an adoption application online on our official website.Adoption Fee: $325&amp;#10;Our information is current if you are...,Pit Bull Terrier,,Medium,none
43936356,Melody,Female,Adult,12,"You can fill out an adoption application online on our official website.Please contact PittieLove Rescue, Inc. (info@pittieloverescue.org) for more information...",Pit Bull Terrier,,Medium,none
43874809,Jimmie,Male,Baby,12,You can fill out an adoption application online on our official website.Adoption Fee: $400&amp;#10;&amp;#10;Our information is current if you are...,Pit Bull Terrier,,Medium,none
43874810,Skipper n/ Carson,Male,Young,12,You can fill out an adoption application online on our official website.Adoption Fee: $400&amp;#10;&amp;#10;Our information is current if you are...,Pit Bull Terrier,,Medium,none
43833054,Ronnie n/ Elsa,Female,Baby,12,You can fill out an adoption application online on our official website.Adoption Fee: $400&amp;#10;&amp;#10;Our information is current if you are...,Pit Bull Terrier,,Medium,none
43758569,Onyx,Male,Baby,13,Onyx has been in foster care for 6 months now (born July 2018) and he has come so far from...,Domestic Short Hair,Black,Medium,none
43707958,Tula,Female,Baby,13,"Hi, I&#039;m Tula. I&#039;m a little Tuxedo kitten who was rescued and am now living in a foster home. I&#039;ve...",Domestic Short Hair,Black & White / Tuxedo,Medium,none
43693820,Hemingway,Male,Adult,13,"Hemingway is fully vetted, healthy and neutered cat. At about 1.5 years old, he’s a lap cat and loves hanging...",Domestic Long Hair,Black & White / Tuxedo,Medium,none
43511784,Pacino,Male,Adult,13,"Hi, my name is Pacino.  I am your best buddy.  I am a very handsome short-haired, neutered male tuxedo cat....",Domestic Short Hair,Black & White / Tuxedo,Medium,none
43324578,Olivia,Female,Baby,13,"Olivia and her sister Olissa, were born to a feral mother but were captured when they were just a few...",Domestic Short Hair,Black & White / Tuxedo,Medium,none
43324528,Olissa,Female,Baby,13,"Olissa and her sister, Olivia, were born to a feral mother but were captured when they were just a few...",Domestic Short Hair,Black,Medium,none
43306302,Bootsie,Female,Adult,13,I am a beautiful gray and beige dilute spayed tabby.  I was born in 2009 and weigh about 12 lbs....,Domestic Short Hair,Dilute Calico,Medium,none
43198598,Odessa,Female,Baby,13,"Hi my name is Odessa.  I am a pretty female kitten, solid black with two white patches on my belly....",Domestic Short Hair,Black & White / Tuxedo,Medium,none
43198588,Oliver,Male,Baby,13,"Hi, my name is Oliver.  I am a double-pawed male kitten, solid black with white crescent under my chin. My...",Domestic Short Hair,Black & White / Tuxedo,Medium,none
43029164,Luna,Female,Adult,13,"Luna was adopted from BCCC with Zoe, a solid gray shorthair, several years ago. Due to a life change, their...",Domestic Short Hair,Tabby (Gray / Blue / Silver),Medium,none
43029202,Zoe,Female,Adult,13,"Zoe was adopted from BCCC with Luna, a gray tabby, several years ago. Due to a life change, their guardian...",Domestic Medium Hair,Gray / Blue / Silver,Medium,none
42856653,Stormy,Female,Adult,13,"I am Stormy.  I am a beautiful spayed tuxedo female with a big fluffy, curly tail. I was born in...",Tuxedo,Black & White / Tuxedo,Medium,none
42856678,Ralphie,Male,Adult,13,"I am Ralphie. I am a playful, handsome, short-haired, neutered tuxedo male.  I was born in 2017 and weigh about...",Tuxedo,Black & White / Tuxedo,Medium,none
42477758,Addy,Female,Baby,13,Addy is a highly energetic kitten who would be best suited to an active household! She and her sister Heidi...,Domestic Short Hair,Orange / Red,Medium,none
42477873,Heidi,Female,Baby,13,Heidi is a picture perfect kitten. She loves to be held and snuggled like a baby. She and her sister...,Domestic Short Hair,Black,Medium,none
42406532,Minnie,Female,Baby,13,Minnie is an adorable domestic short-hair kitten. She was born late May/early June 2018. She is a tortie with an...,Domestic Short Hair,Tortoiseshell,Medium,none
41924638,Neon,Male,Baby,13,"Hi my name is Neon. I am a flashy little fellow born on or around May 1, 2018. I am...",Domestic Medium Hair,Black & White / Tuxedo,Medium,none
41876818,HuggyBear,Male,Baby,13,"Huggy is the quintessential kitten. He’s sweet and energetic, and only wants to be where his people are. He loves...",Domestic Short Hair,Black,Medium,none
41689436,Gronk,Male,Young,13,"My name is Gronk. I am a small (7lb), black, long-haired, neutered male. I was born in 2017. I am...",Domestic Long Hair,Black,Medium,none
41647022,Spice,Female,Young,13,Spice was surrendered to her foster home in the fall of 2017 at the approximate age of 4 months. She...,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Medium,none
44356077,Cinna,Male,Young,14,"COURTESY POST - PLEASE CONCAT MARY LOU FOR FASTER RESPONSE.
maryloumaria@yahoo.com

Hi! My name is Cinna! I’m a 3-year old,...",Boxer,Brindle,Medium,none
44326274,Domino,Male,Young,14,"COURTESY POST - CONTACT MARY LOU FOR QUICKER RESPONSE AT
maryloumaria@yahoo.com

My name is Domino, and I’m two years old....",American Staffordshire Terrier,,Medium,none
44253664,Frank,Male,Young,14,"THIS IS A COURTESY POST. PLEASE DO NOT CONTACT MASSPAWS. SEE DETAILS BELOW	
Frank, aka ? &quot;Frank the Tank&quot;, Francis,...",Pit Bull Terrier,Gray / Blue / Silver,Large,none
44186046,Gigi,Female,Young,14,"I am a beautiful grey bully with piercing amber eyes. 
I weigh in at 70 lbs-short and beefy.

I am...",American Staffordshire Terrier,,Large,none
44160290,Samson,Male,Young,14,"COURTESY POST - FOR QUICKER REPLY PLEASE CONTACT MARY LOU AT
maryloumaria@yahoo.com


Hello! My name is Samson, but I also...",American Bulldog,Brown / Chocolate,Medium,none
44105270,Govenor,Male,Adult,14,"COURTESY POST - FOR QUICKER RESPONSE CONTACT MARY LOU AT maryloumaria@yahoo.com

FOSTER AND/OR ADOPTER NEEDED ASAP!!

‘Ello, Governor! My name...",Labrador Retriever,,Medium,none
44105266,Moose,Male,Young,14,"COURTESY POST - for quicker response please contact maryloumaria@yahoo.com for an application.

My name is Moose, and I’m a shepherd...",Shepherd,Apricot / Beige,Medium,none
44070075,Cooper,Male,Adult,14,"COURTESY POST

Hi! My name is Cooper and I’m a 4-year old Siberian Husky mix.

I’m proud to say I...",Siberian Husky,,Medium,none
44059379,Nakita,Female,Young,14,"COURTESY POST 

Nakita: 3 yrs, 42-lb, sweet, fun pittie mix needs home, love, &amp; time to destress after months in...",Pit Bull Terrier,Black,Medium,none
44049256,Newman,Male,Adult,14,"Newman is 4 years old neutered and up-to-date on vaccinations. About 55 lbs   Not cat tested, no children under 10....",Pit Bull Terrier,Brindle,Medium,none
44049073,Bubba,Male,Young,14,"COURTESY POST. DO NOT CONTACT MASSPAWS.

My name is Bubba and I am a 3 year old Beagle looking for...",Beagle,"Tricolor (Brown, Black, & White)",Medium,none
43935735,Frankie,Male,Young,14,"COURTESY POST - FOR QUICKER RESPONSE EMAIL Mary Lou at maryloumaria@yahoo.com

I’m Frankie and I am a survivor.  

I was...",American Staffordshire Terrier,Gray / Blue / Silver,Medium,none
43875761,Hippo,Male,Adult,14,"COURTESY POST - FOR QUICKER INFORMATION PLEASE CONTACT MARY LOU AT maryloumaria@yahoo.com

Our &quot;blue nose meatballs&quot; are temporarily SAFE with...",American Staffordshire Terrier,,Large,none
43875741,Moose,Male,Adult,14,"COURTESY POST - FOR QUICKER INFORMATION PLEASE CONTACT MARY LOU AT maryloumaria@yahoo.com

Our &quot;blue nose meatballs&quot; are temporarily SAFE with...",American Staffordshire Terrier,,Large,none
43766693,Java,Female,Adult,14,"COURTESY POST - FOR QUICKER RESPONSE PLEASE CONTACT MARY LOU AT maryloumaria@yahoo.com or PAM AT pamjohnson.ark@gmail.com

Needs A Home With...",Terrier,Brindle,Medium,none
43725117,Leo,Male,Adult,14,"COURTESY POST - FOR QUICKER RESPONSE PLEASE EMAIL MARY LOU AT maryloumaria@yahoo.com or PAM at pamjohnson.ark@gmail.com

Leo is a lovable...",Labrador Retriever,Black,Large,none
43660060,Godiva,Female,Adult,14,"COURTESY POST for quicker response please email Diane at dianeswift.ark@gmail.com

MEET GODIVA! She’s a 3-year old, 60-lb spayed female in...",Labrador Retriever,Black,Medium,none
43617111,Bentley,Male,Adult,14,"COURTESY POST - FOR QUICKER RESPONSE CONTACT PAM AT pamjohnson.ark@gmail.com OR MARY LOU AT maryloumaria@yahoo.com

I AM A CANCER SURVIVOR...",Doberman Pinscher,Red / Chestnut / Orange,Large,none
43561480,Teddy,Male,Adult,14,"COURTESY POST - FOR QUICKER RESPONSE PLEASE CONTACT PAM AT pamjohnson.ark@gmail.com or MARY LOU AT maryloumaria@yahoo.com

We are looking for...",Collie,"Tricolor (Brown, Black, & White)",Medium,none
43347021,Frankie,Male,Young,14,"COURTESY POST - FOR QUICKER REPLY PLEASE EMAIL PAM AT bearfan54.pj@gmail.com or MARY LOU AT maryloumaria@yahoo.com

Do you know what...",American Staffordshire Terrier,White / Cream,Medium,none
44327503,Hazel,Female,Young,15,"Hazel is a young cat, just over 2 years old.  She starts out shy in new situations but will warm...",Domestic Long Hair,Tabby (Brown / Chocolate),Medium,none
44284639,Whiskey,Female,Young,15,"Whiskey came to us on St. Patrick&#039;s day, which is how she got her name!  She is shy in new...",Tortoiseshell,,Medium,none
44159517,Juneau,Female,Baby,15,Juneau is a young shy kitten. She had a rough start and needs an experienced quiet home. She looks to...,Siamese,Seal Point,Medium,none
44159491,Shepherd,Male,Young,15,"Shepherd is a shy boy who will take a little time to warm up, but once he&#039;s comfortable you get...",Domestic Short Hair,Black & White / Tuxedo,Medium,none
44098815,Ryder,Male,Baby,15,Ryder is a young cat only about 6-7 months old. He needs to be with another kitten or young cat...,Domestic Short Hair,,Medium,none
44098792,Sumo,Male,Young,15,"Sumo is a shy boy who is still learning to trust people.  Even though he&#039;s still so unsure, he&#039;s very...",Domestic Short Hair,Orange / Red,Medium,none
43797805,Whistler,Female,Baby,15,"Whistler is a very sweet girl who was rescued right before this winter&#039;s first major snow storm.  Lucky for her,...",Tabby,,Medium,none
43769830,The Breakfast Bunch,Male,Baby,15,"Meet the Breakfast Bunch: Eggo, Omlette, Strudel (girls), Pancake &amp; Espresso (boys)!  We are very playful and active in our...",Domestic Short Hair,,Medium,none
43739800,Brazil,Male,Adult,15,"This handsome boy is the biggest love bug!  Brazil is a young adult cat, about 6 years old.  He LOVES...",Domestic Short Hair,Gray & White,Large,none
43669368,Acorn,Female,Young,15,Acorn is a sweet but shy girl who is looking for a forever home that will spoil her. People were...,Tortoiseshell,,Medium,none
43567928,Benedict,Male,Baby,15,"Benedict is a very shy boy that needs a nice, quiet home that will give him time to blossom.  He...",Domestic Short Hair,,Medium,none
43408265,Harvest,Male,Baby,15,"Harvest is a handsome, chatty, outgoing older kitten that is looking for a stable home where he can feel safe....",Domestic Short Hair,Orange & White,Medium,none
43384938,Cranberry,Female,Baby,15,"Cranberry is a sweet, young girl that needs a lot of attention.  She loves people but can be shy in...",Domestic Short Hair,,Medium,none
42891347,Emerson,Male,Young,15,"Emerson is a friendly, high energy cat that loves to run and play. He gets along with other playful cats...",Domestic Short Hair,Gray / Blue / Silver,Medium,none
42891323,Macadamia,Female,Young,15,"Macadamia is very sweet and loves people, but can be sensitive to stressful situations and loud environments. She would do...",Domestic Short Hair,Tabby (Brown / Chocolate),Small,none
42891304,Gooseberry,Female,Young,15,"Gooseberry is a shy girl until she gets to know you, but once she warms up she’s very sweet and...",Domestic Short Hair,Tabby (Brown / Chocolate),Medium,none
42523768,Pecan,Female,Young,15,"Pecan is a cute, exotic looking, young cat that loves to be around her people!  She is a friendly girl...",Tabby,,Medium,none
42417446,Walnut,Male,Young,15,"Walnut is a friendly, vocal cat that loves attention. Looking for a nosey cat that wants to be in the...",Domestic Short Hair,Black,Medium,none
42399719,Pistachio,Male,Baby,15,"Pistachio is a sweet, friendly boy looking for a home with another young, playful cat or kitten.  He&#039;s nervous in...",Domestic Short Hair,Black & White / Tuxedo,Medium,none
42260840,Rue,Female,Baby,15,"Raisin, Rue, Ripple &amp; Regina are sweet, active kittens looking for an experienced home that will give them time to...",Domestic Long Hair,Tabby (Brown / Chocolate),Medium,none
44362802,Sam,Male,Senior,16,"Adoption coordinator Kathy 

Meet Sam! He’s 8 yrs old and weighs 40 lbs. His owner had to surrender him due...",Beagle,,Medium,none
44355207,Shaggy,Male,Young,16,"Shaggy is an 11 month old plot hound mix, weighing close to 50 pounds.  He is a very sweet pup,...",Plott Hound,Brindle,Medium,none
44345441,Bella,Female,Adult,16,"Adoption coordinator Kathy 

Meet Bella! She’s a beautiful hound mix who is 2 yrs old and 60lbs. Her owner passed...",Hound,,Medium,none
44345357,Scotty,Male,Adult,16,"Adoption coordinator Kathy 

Meet Scotty! He’s a sweet mixed breed dog who is 1 yr old and weighs 31 lbs....",Jack Russell Terrier,,Medium,none
44339323,Buddy Roo,Male,Adult,16,"Adoption Coordinator - Carol

Buddy Roo is a great Shepherd mix weighing 52 lbs at a 1.5 years  old.  He...",Shepherd,Yellow / Tan / Blond / Fawn,Medium,none
44333662,Cinder,Female,Baby,16,Cinder is a 4-5 month-old Shepherd mix puppy.  She is a very smart pup with an adorable personality. Cinder&#039;s foster...,Shepherd,White / Cream,Medium,none
44314854,Ruby,Female,Senior,16,"Adoption coordinator Kathy 

Meet Ruby! She’s 8 yrs old and weighs 25 lbs. She was pulled from a shelter in...",Beagle,,Medium,none
44314843,Billy Beagle,Male,Adult,16,"Adoption coordinator Kathy 

Meet Billy! He’s an energetic beagle boy who is 5 yrs old and weighs 24 lbs. He...",Beagle,,Medium,none
44314829,Hope,Female,Adult,16,"Adoption coordinator Kathy 

Meet Hope! She’s a sweet and calm girl who is 5.5 yrs old and weighs 34 lbs....",Beagle,,Medium,none
44311083,Trixie,Female,Adult,16,"Coordinator:  LK

This big, beautiful girl is Trixie.  She is believed to be approximately 3 years old, of Lab mix...",Labrador Retriever,,Large,none
44311038,Annie Mae,Female,Young,16,"Coordinator:  LK

Lady luck was on Annie Mae&#039;s side when a pest control employee noticed a sad dog tied to...",Hound,Yellow / Tan / Blond / Fawn,Medium,none
44300196,Toby,Male,Baby,16,"Toby is 3 months old  and weighs 15 lbs.
Coordinator is Barrie

Siblings Toby, Mocha, Katie and Lori are looking...",Labrador Retriever,Golden,Medium,none
44300167,Mocha--PENDING,Male,Baby,16,"Mocha has found his forever home in Worcester, MA with Samuel &amp; Laura S.

Mocha  is 3 months old  and...",Labrador Retriever,Golden,Medium,none
44293186,Sally--PENDING,Female,Baby,16,"Sally has found her forever home in No. Atlleboro, MA with Ryan P.

Sally is 4 months old and weighs...",Boxer,Brindle,Medium,none
44276974,Zelda,Female,Baby,16,"The &quot; Z litter&quot; are 4 month old lab mixes: Zach and Zander are the males,  Zoey, Zelda and Zenith...",Labrador Retriever,Black,Large,none
44276965,Zoey,Female,Baby,16,"The &quot; Z litter&quot; are 4 month old lab mixes: Zach and Zander are the males,  Zoey, Zelda and Zenith...",Labrador Retriever,Black,Medium,none
44276951,Zander,Male,Baby,16,"The &quot; Z litter&quot; are 4 month old lab mixes: Zach and Zander are the males,  Zoey, Zelda and Zenith...",Labrador Retriever,,Large,none
44276912,Zach,Male,Baby,16,"The &quot; Z litter&quot; are 4 month old lab mixes: Zach and Zander are the males,  Zoey, Zelda and Zenith...",Labrador Retriever,Black,Medium,none
44276827,Franny,Female,Baby,16,"Franny has found her forever home in Sterling, MA with Maggie &amp; Faith L.

Franny is on her way to...",Labrador Retriever,Black,Medium,none
44276814,Froyd,Male,Baby,16,"Froyd has found his forever home in West Hatfield, MA with Melissa and Rebecca Z.

Adoption Coordinator - Carol

Meet...",Labrador Retriever,Black,Medium,none
44355242,Rex,Male,Adult,17,"My name is Rex, I am a handsome two-year-old male tuxedo cat. I am very friendly and well adjusted. I...",Tuxedo,,Medium,none
44355237,Billie Holiday,Female,Senior,17,"My name is Billie Holiday, and I am a very pretty 14-year-old calico. Fortunately, someone was nearby when they heard...",Domestic Medium Hair,,Medium,none
44330284,Ramona,Female,Adult,17,"My name is Ramona, and I am an extremely friendly and affectionate female FIV positive cat. I need someone that...",Domestic Medium Hair,,Medium,none
44330088,Leah,Female,Young,17,"My name is Leah, and I am a six month old blue-gray girl. I am very friendly and love being...",Domestic Medium Hair,,Medium,none
44330034,Glinda,Female,Adult,17,"My name is Glinda, and I am a very beautiful 2 year old female. I was living on the streets,...",Domestic Long Hair,,Medium,none
44315572,Jack,Male,Adult,17,"My name is Jack, and I am a very friendly and gentle 10-year-old male. My owner could no longer keep...",Domestic Medium Hair,,Medium,none
44315560,Cinnamon and Basil,Female,Adult,17,"Hi, we’re Cinnamon and Basil, two cats that are bonded for life.  We’re both very friendly and still young, about...",Domestic Medium Hair,,Medium,none
44315558,Zoe,Female,Senior,17,"My name is Zoe, and I am a friendly and sweet 13-year-old female calliby.  Sadly, I lost my home and...",Domestic Medium Hair,,Medium,none
44315524,Stellora,Female,Adult,17,"My name is Stellora, and I am a 1.5-year-old female caliby. I am very friendly and love having your attention.",Domestic Medium Hair,,Medium,none
44315501,Guinness,Male,Adult,17,"My name is Guinness, and I am a very handsome and friendly two-year-old male. My owner moved away and left...",Domestic Medium Hair,,Medium,none
44315469,JD,Male,Adult,17,My name is JD and I am a two-year-old male. I am extremely friendly and lovable. I love to play...,Domestic Medium Hair,,Medium,none
44042608,Nirvana,Female,Young,17,"Hello, my name is Nirvana and I am a 6 month old kitten looking for my forever home. My foster...",Domestic Medium Hair,,Medium,none
44042586,Kale,Male,Young,17,"Hi, my name is Kale, and I am a sweet, playful 6-month-old girl. I am very active, and love to...",Domestic Medium Hair,,Medium,none
44042565,Isabelle,Female,Senior,17,"My name is Isabelle, and I am a beautiful 11-year-old female. I come from a home with another housemate, Gizmo,...",Domestic Medium Hair,,Medium,none
44042532,Gizmo,Male,Senior,17,"My name is Gizmo, and I’m a 14 yr old male cat who was surrendered with Isabelle. I’m friendly and...",Domestic Medium Hair,,Medium,none
44042466,Fontina,Female,Adult,17,"My name is Fontina and I’m a cuddly three-year-old girl. I love, love, love to be petted and if I...",Domestic Medium Hair,,Medium,none
43992938,Bandit,Male,Adult,17,My name is Bandit and I am a 6-1/2-year-old male. My owner passed away and another elderly person took me...,Domestic Medium Hair,,Medium,none
43992919,Elton,Male,Adult,17,"My name is Elton, and I am a six-year-old male. My owner moved away and left me behind. Someone found...",Domestic Medium Hair,,Medium,none
43992903,Squirrel,Female,Adult,17,"My name is Squirrel, and I am a seven-year-old female coon mix. My owners were homeless off and on, so...",Domestic Medium Hair,,Medium,none
43922003,Celeste,Female,Adult,17,"My name is Celeste, and I am a sleek, petite 5-year-old girl. My foster mom thinks I didn’t get much...",Domestic Medium Hair,,Medium,none
44364138,LUCKY,Female,Adult,18,"Lucky Female 6 Months  Hi!  I&#039;m Lucky, a sweet young piggie looking for a great new home.  My owner moved...",Guinea Pig,,Small,none
44364139,LUNA,Female,Adult,18,,Domestic Short Hair,,Large,none
44364140,PESO,Male,Young,18,,Pit Bull Terrier,,Medium,none
44364141,ANGEL,Male,Senior,18,,Guinea Pig,,Small,none
44364142,BOSCO,Male,Adult,18,,Guinea Pig,,Small,none
44353871,TULIP,Female,Adult,18,,New Zealand,,Medium,none
44353872,DAMON,Male,Adult,18,,Pit Bull Terrier,,Large,none
44349981,SRIRACHA,Female,Young,18,,Chihuahua,Bicolor,Small,none
44328534,MINNIE,Female,Young,18,,Greyhound,,Medium,none
44317933,POLLUX,Male,Adult,18,"Pollux White and Gray Chinchilla 5 Years Male  Hi!  I&#039;m Pollux, a handsome chinchilla looking for a great new home....",Chinchilla,,Small,none
44306658,BASHFUL,Male,Adult,18,"Grumpy, Bashful, Doc, Dopey, and Happy Males Hamsters  Hi Ho!  We are the 7 Dwarves hamsters and we are all...",Hamster,,Small,none
44306654,DOPEY,Male,Adult,18,"Grumpy, Bashful, Doc, Dopey, and Happy Males Hamsters  Hi Ho!  We are the 7 Dwarves hamsters and we are all...",Hamster,,Small,none
44306657,DOC,Male,Adult,18,"Grumpy, Bashful, Doc, Dopey, and Happy Males Hamsters  Hi Ho!  We are the 7 Dwarves hamsters and we are all...",Hamster,,Small,none
44299448,NANA,Female,Adult,18,"Nana   **    Spayed Female   **    Age: 7 years   **    Black SH   **    A227408   **     About Me:   Hi there, my name&#039;s...",Domestic Short Hair,,Medium,none
44299449,MEOW,Unknown,Adult,18,,Cockatoo,,Small,none
44299451,AMELIA,Female,Young,18,Amelia 2 Years Spayed Female Gray Lop-English A372902  I wasn&#039;t getting along with the other rabbit in my household.    Hello!...,English Lop,,Medium,none
44296705,GRUMPY,Male,Adult,18,"Grumpy, Bashful, Doc, Dopey, and Happy Males Hamsters  Hi Ho!  We are the 7 Dwarves hamsters and we are all...",Hamster,,Small,none
44296703,PACO,Male,Adult,18,"Paco *** Neutered Male *** Age: 8 years *** Black Short Hair *** A370480 ***                                                                                More About Me: Hi there,...",Domestic Short Hair,,Medium,none
44280885,DINA,Female,Adult,18,"A372351 / Pit bull terrier / 3 years old / Spayed female /// Hi, everyone. My name is Dina and...",Pit Bull Terrier,,Medium,none
44276177,NALA,Female,Adult,18,,Pit Bull Terrier,,Medium,none
44334347,Noodles,Female,Adult,19,"Noodles and her sister Pumpkin Spice were rescued from a bad owner situation in December, and have been living with...",Tuxedo,Black & White / Tuxedo,Medium,none
44334303,Tom Brady,Male,Adult,19,"Tom Brady is a handsome fellow-- as we all know.  But this kitty, Tom is as well!  At 5 years...",Maine Coon,Tabby (Orange / Red),Large,none
44306413,Pair of shy kitten brothers,Male,Baby,19,"This pair of 4-5 month old brothers (Asher with the white feet, Felix is solid brown tiger) is still shy,...",Domestic Short Hair,Tabby (Tiger Striped),Medium,none
44259645,Shadow-- cuz he IS one!,Male,Adult,19,"Shadow is a 17 month old, 10.6 lb. healthy male tabby cat with big green eyes and a cute pink...",Tiger,Tabby (Tiger Striped),Medium,none
44223545,Amy,Female,Adult,19,"Amy is a darling gal, about 2-2.5 years old and is a love.  She is even tempered and a nice...",Domestic Short Hair,Tabby (Brown / Chocolate),Medium,none
44222443,Marnie,Female,Adult,19,This lovely little gal is only between 1 and 1 and a half years old-- and she has already been...,Tortoiseshell,Tortoiseshell,Small,none
44214380,Bear Claws,Male,Young,19,This guy has HUGE FEET-- polydactyl on all 4 paws- (Pictures of a front and  a back paw)-- all have...,Extra-Toes Cat / Hemingway Polydactyl,Tortoiseshell,Large,none
44214367,Buddy tiger,Male,Adult,19,"This guy can not get enough lovin&#039;.  He is happy to be scooped up in your arms, to be snuggled,...",Tiger,Tabby (Tiger Striped),Medium,none
44214329,Nick,Male,Adult,19,"Nick is a super sweet, typical orange boy-- big, happy, playful and snuggly.  For those of us who love our...",Tabby,Orange & White,Large,none
44165313,8 Month old kitten pairs,Male,Young,19,"This litter of 4 includes two female tiger and whites (Milly and Molly) who are sweet and easy going, and...",Domestic Short Hair,Black,Large,none
44131359,6 month old kitten pairs,Male,Baby,19,"These two handsome and sweet brothers are  just turning 6 months old. They are happy, playful and sweet and super...",Domestic Short Hair,Black,Large,none
44061635,G-boy kittens,Male,Baby,19,"Three in this litter of handsome young tigers boys-- born in a foster home to a friendly momma, these boys...",Tabby,Tabby (Brown / Chocolate),Medium,none
44060272,Jenny and Benny kitten sibs,Male,Baby,19,"Sweet, adorable, kid friendly, and happy ~ 6 month old kitten sibs want a playful, fun loving home to join....",Domestic Short Hair,Black,Small,none
44060243,Orange boys duo,Male,Adult,19,"This is a great pair of sweet 2-3 year old boys who have found one other, and made great friends....",Maine Coon,Tabby (Orange / Red),Medium,none
44007193,Latte,Female,Adult,19,This little beauty is another transfer from a large shelter overrun with kitties in need.  She is a loving beautiful...,Maine Coon,Brown / Chocolate,Medium,none
44007161,Bootsie,Male,Adult,19,"Sweet and outgoing, this is a gentle and loving boy, about 5-6 years young.  Full of playful spirit, but more...",Tiger,Tabby (Leopard / Spotted),Medium,none
44007112,Diamond,Female,Young,19,"With the somewhat exotic good looks of dark brown and shimmery gold of the Torbies, this kitty is a real...",Tiger,Tabby (Brown / Chocolate),Medium,none
44007033,Marvel and Marlow,Male,Young,19,"These two boys ( we think are bothers) were supposedly found outdoors-- though they are super friendly, and we actually...",Tiger,Buff & White,Medium,none
43916458,Little Zoey,Female,Young,19,"Little Zoey is a petite little kitten, and is almost 6 months old.  She was raised in a foster home...",Domestic Short Hair,Black,Small,none
43899425,Muffin and Puffin- Courtesy Listing,Female,Senior,19,Muffin and Puffin have been in a home together since kitten hood-- and very sadly had to see their owner...,Domestic Medium Hair,Black & White / Tuxedo,Large,none
44355037,Deke,Male,Baby,20,"There are eight puppies in this litter, so you can imagine how hard they play and how much fun they...",Labrador Retriever,Black,Medium,none
44355013,Ridge,Male,Baby,20,"There are eight puppies in this litter, so you can imagine how hard they play and how much fun they...",Labrador Retriever,Black,Medium,none
44355005,Taci,Female,Baby,20,"There are eight puppies in this litter, so you can imagine how hard they play and how much fun they...",Labrador Retriever,Black,Medium,none
44354996,Troy,Male,Baby,20,"There are eight puppies in this litter, so you can imagine how hard they play and how much fun they...",Labrador Retriever,Black,Medium,none
44327788,Lucie,Female,Baby,20,"There are eight puppies in this litter, so you can imagine how hard they play and how much fun they...",Labrador Retriever,Black,Large,none
44327765,Wes,Male,Baby,20,"DUE TO A LARGE VOLUME OF APPLICATIONS RECEIVED, WE WILL NOT BE ACCEPTING ADDITIONAL ONES FOR WES.


There are eight...",Labrador Retriever,Black,Large,none
44266046,"Jenny -Tewksbury, MA",Female,Adult,20,This little beauty is Jenny.  She is 4 years old and 51 lbs. beagle/pointer mix.  She is house trained and...,Pointer,White / Cream,Medium,none
44192012,"Blakely in Walpole, MA",Female,Young,20,Blakely is a pretty little lab mix that was born on 7/2/18 and currently weighs around 40 lbs.   She is...,Labrador Retriever,Black,Medium,none
44183806,Daisy - ADOPTION PENDING,Female,Young,20,"DUE TO A LARGE RESPONSE, WE WILL NOT BE ACCEPTING FURTHER APPLICATIONS.


This sweetie is Daisy  who is approx. 6...",Labrador Retriever,"Tricolor (Brown, Black, & White)",Medium,none
44183416,Rosie - ADOPTION PENDING,Female,Young,20,"DUE TO A LARGE RESPONSE, WE WILL NOT BE ACCEPTING FURTHER APPLICATIONS.

This beauty is Rosie who is approx. 6...",Golden Retriever,Brown / Chocolate,Medium,none
44133843,"Star - in Plymouth, MA",Female,Adult,20,"This beautiful girl was saved from a kill shelter by an elderly gentleman in December 2018, however, he has developed...",Golden Retriever,Yellow / Tan / Blond / Fawn,Large,none
44048573,Charley,Female,Young,20,"This sweet girl is Charley.  She is 7 months old  and weighs 40 lbs.  She is a great, playful puppy...",Labrador Retriever,Yellow / Tan / Blond / Fawn,Medium,none
44048472,Mandy - ADOPTION PENDING,Female,Young,20,Mandy was dumped at a business and rescued by the foster&#039;s daughter.  She was very underweight and had Demodex but...,Labrador Retriever,"Tricolor (Brown, Black, & White)",Medium,none
44048002,Ian - ADOPTION PENDING,Male,Baby,20,"Ian is such a handsome boy and a total love bug to boot! He is super sweet, very friendly and...",Labrador Retriever,Black,Large,none
43986049,Poppet,Female,Baby,20,"DUE TO A LARGE RESPONSE, WE WILL NOT BE ACCEPTING FURTHER APPLICATIONS

Poppet and her siblings are some of the...",Beagle,Brown / Chocolate,Medium,none
43985669,"Sugar - IN PEMBROKE, MA",Female,Baby,20,Sugar and her sister Cinnamon(also posted) were found by an older couple in TN who called the local rescue for...,Labrador Retriever,Yellow / Tan / Blond / Fawn,Medium,none
43980494,Chyna,Female,Adult,20,"What a little cutie pie!  Chyna is a very happy, sweet and good natured girl and she loves being with...",Chihuahua,White / Cream,Small,none
